postcode,avg_download,max_download,avg_upload,max_upload,lsoa_code,lsoa_name,district_code,district_name
PE316WT,32.4,66.2,6.6,17.7,E01026653,King's Lynn and West Norfolk 004A,E07000146,King's Lynn and West Norfolk
PE316WU,41.7,76.7,8.8,16.3,E01026653,King's Lynn and West Norfolk 004A,E07000146,King's Lynn and West Norfolk
PE316XB,3.9,5.6,0.7,0.9,E01026656,King's Lynn and West Norfolk 002C,E07000146,King's Lynn and West Norfolk
PE316XJ,41.3,52.6,8.8,10,E01026656,King's Lynn and West Norfolk 002C,E07000146,King's Lynn and West Norfolk
PE316XS,32.2,78.5,7,20,E01026656,King's Lynn and West Norfolk 002C,E07000146,King's Lynn and West Norfolk
PE316XX,42.1,80,9.8,20,E01026655,King's Lynn and West Norfolk 004C,E07000146,King's Lynn and West Norfolk
PE316XY,32.5,80,7.3,20,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316XZ,21.1,33.5,3.1,8.6,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316YA,29.2,70.5,5.8,20,E01026653,King's Lynn and West Norfolk 004A,E07000146,King's Lynn and West Norfolk
PE316YB,20.7,52.5,3.3,10,E01026653,King's Lynn and West Norfolk 004A,E07000146,King's Lynn and West Norfolk
PE316YD,24.1,69.6,4.6,18.3,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316YE,24.7,79.7,4,20,E01026653,King's Lynn and West Norfolk 004A,E07000146,King's Lynn and West Norfolk
PE316YF,33.8,78.6,7.1,20,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316YG,44.9,75.8,11.5,20,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316YH,34.3,74,7.8,20,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316YJ,17.3,37.9,1.9,9.1,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316YL,16.1,20,1.2,1.3,E01026655,King's Lynn and West Norfolk 004C,E07000146,King's Lynn and West Norfolk
PE316YQ,25.7,54.9,4.2,10,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316YR,25.2,79.9,5,20,E01026653,King's Lynn and West Norfolk 004A,E07000146,King's Lynn and West Norfolk
PE316YS,28.6,63.2,6.3,16.2,E01026653,King's Lynn and West Norfolk 004A,E07000146,King's Lynn and West Norfolk
PE316YT,26.8,45.9,4.1,9,E01026655,King's Lynn and West Norfolk 004C,E07000146,King's Lynn and West Norfolk
PE316YX,25.1,40,3.4,8.9,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE316YY,17.9,32.4,2,8,E01026654,King's Lynn and West Norfolk 004B,E07000146,King's Lynn and West Norfolk
PE317AA,34.9,79.7,7.7,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AB,29.6,80,7,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AD,54.2,80,15.5,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AE,22.8,66.9,4.4,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AF,37.2,79.9,8.6,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AG,33.3,71.5,7.5,19.4,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AH,24.2,72.9,5.3,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AJ,34.7,70.4,8,18.9,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AL,18.4,31.8,3.4,12.2,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AN,33.2,79.9,7.2,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AP,38.5,79.9,7.3,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AQ,31.9,73.9,5.9,15.6,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AR,42.8,78.9,9.9,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AS,29.5,63.6,7.3,19.7,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AT,28.8,54.9,5.5,9.5,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AU,51.7,78.8,11.2,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AW,14.5,36.9,2.4,10,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AX,16.7,40,3.2,10,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317AY,37.8,77.4,8,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317BA,31.3,54.9,5.8,10,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317BB,19.1,31,3.4,7.6,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317BE,24,52.1,3.5,8.5,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BF,29.9,48.9,7.2,15.2,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BG,19,54.3,2.4,8.3,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BH,20.9,35.4,4,10,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317BJ,44.3,80,10.2,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BL,46.3,80,11.2,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BN,45.4,72.7,11,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BP,36.1,71.7,8,17.1,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317BQ,33,73.6,7.2,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BS,51.2,79.9,12.7,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BT,34.1,80,6.6,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BW,34.5,79.9,7.7,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317BY,28.8,79.9,5.3,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317DA,35.6,78.3,6.4,19,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DB,43.7,80,10.2,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DD,30.9,74.2,5.5,19.6,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DE,46.7,79.9,10.4,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DF,32.4,66.9,7.7,19.3,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DG,37.7,76.7,7.7,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DJ,39.9,79,8.1,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DL,35.5,73.9,5.6,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DN,26.9,40,4.1,10,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317DP,37.9,79.9,7.6,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317DQ,48.6,79.7,10.4,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DS,75.1,79.9,16.6,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317DT,39.4,75,8,18.6,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317DU,18.1,21.8,1.1,1.2,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317DW,36.5,79.9,7.9,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317DX,32.2,76.6,5.1,16.7,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317DY,37,76.3,8.5,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317DZ,40.7,80,9.9,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317EA,35.7,78.2,7.2,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317EB,28.5,79.9,4.6,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317ED,49,79.9,10.5,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317EE,51.4,80,11.3,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317EH,27.1,68.1,4.4,16.5,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317EL,16.3,18.5,1.1,1.2,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317EN,26.5,80,5.6,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317EP,43,79.2,10.2,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317ER,33.4,80,5.2,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317ES,59.8,79.9,14.1,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317ET,30.5,79.7,5.8,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317EU,18,22.7,1.1,1.2,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317EW,38.2,74.1,6.3,16.7,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317EX,33.8,79.9,6.7,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317EY,33.2,79.7,5.5,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317FA,50.4,76.4,11.5,18.5,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317FB,41.1,79.9,7.9,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317FE,56,79.7,14,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317FF,39.2,80,9.8,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317GL,28.1,54.9,5.2,9.2,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317HA,25.7,67.2,4.9,11.8,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317HB,29.9,79.9,6.1,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317HD,38.5,71.8,11.2,19.8,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317HF,37.3,77,5.9,19.7,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HH,32,79.9,6.1,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HJ,22,76.6,4.7,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HL,41,79.9,8.9,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HN,21,79.9,4.1,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HP,37.7,77.4,7.6,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317HQ,27.8,46.9,4.1,10,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HR,36,79.9,7.4,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317HS,10.9,16.4,1,1.2,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317HU,39.2,80,8.6,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HW,18.4,40,2.5,10,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317HX,54.8,79.8,13.9,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HY,43,80,11.6,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317HZ,38.3,79.9,8.9,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317JA,35.4,80,7.9,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317JB,24.4,79.9,5.4,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317JH,30.5,47.8,5.5,9.1,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317JJ,36.3,80,6.8,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317JL,49.4,79.3,12.6,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317JN,19.9,37.2,3.2,6.9,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317JP,29,54.9,5.5,10,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317JT,15.2,31.5,3.3,8.4,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317JU,16.3,40,3.8,10,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317JY,8.4,23.3,1,1.4,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317JZ,6.1,8.7,0.8,1.1,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317LA,35,79.9,7.5,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317LD,21.8,52.6,3.4,10,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317LF,21.3,79.9,3.5,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317LG,22.2,40,3.7,10,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317LH,7.3,19.6,0.9,1.2,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317LJ,11.5,39.8,1.4,7.2,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317LL,51.9,79.7,12.4,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317LP,39.7,73.9,10.5,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317LQ,23.5,41.2,4.2,10,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317LR,43,80,9.7,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317LU,42.6,79.9,9.9,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317LW,27.3,80,6.7,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317LX,36.8,79.9,9.2,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317LZ,28.4,48.6,4.4,7.8,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317NB,23,39.8,4.1,7.6,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317NE,7.7,12.1,1,1.2,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317NG,23.4,80,4.9,20,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317NH,36.8,79.9,8.4,19.7,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NJ,25.3,46.9,6.1,16.2,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NN,43.2,52.6,8.9,10,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NP,35.8,64.1,10.3,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NR,43.6,54.9,12.4,17.2,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NS,32.6,40,8.2,10,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NT,37.5,79.4,8.8,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NU,19.2,62.6,3,9.7,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NW,29,52.8,6.5,13.6,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NY,34.7,79.9,8.1,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317NZ,29,79.7,7,19,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317PA,52.1,79.9,8.7,15.3,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317PB,25.4,79.9,4,18.7,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317PE,17.8,48.9,2.7,8.8,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317PF,20.3,45.2,3.7,9.8,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317PJ,29.6,54.9,4.2,9.4,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317PL,26.4,54.9,6,16.2,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317PN,49.6,75.9,8.2,16,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317PQ,8.2,11.7,1,1.2,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317PR,21,27.7,1.2,1.2,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317PT,7.4,33.5,1.8,7.2,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317PW,20.6,54.9,3.7,10,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317PX,44.3,79.9,12.1,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317PY,22,71.5,3.6,17.2,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317PZ,15.7,54.9,2.8,9.5,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317QA,33.9,79.5,8.6,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317QB,53.7,79.7,12,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317QE,48.8,80,12.4,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317QF,20.6,79.9,4.2,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317QG,59.8,73.9,15.6,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317QH,22.5,69.6,4.9,19.8,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317QJ,35.5,79.9,9.3,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317QL,35.3,80,8.4,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317QN,40.1,80,10.1,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317QP,43.1,79.9,11.5,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317QQ,45.1,72.8,11.9,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317QR,23.6,78.5,5.7,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317QS,40.6,80,10.4,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317QT,33.6,70.9,9.2,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317QU,58.8,64,16.5,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317QW,32.9,80,8.6,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RA,3.5,29.1,1,9.2,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317RB,1,2.3,0.5,0.8,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317RD,30.2,79.7,6.4,17.1,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317RE,11.9,54.9,1.8,7.9,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RF,27.8,53.1,4.5,7.9,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RG,22.8,57.8,3.8,12.3,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317RH,13.9,40,2.6,6.7,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RJ,10.2,26.9,1.3,2.8,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317RN,18.7,31.3,1.3,2,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RP,19.1,33.3,1.2,1.8,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RQ,14.1,35,2.2,5.8,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317RS,24.4,76.3,3.2,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317RT,9.1,25.6,0.9,1.8,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RU,43.5,79.9,8.7,20,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RW,30.8,35.4,3.4,3.9,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317RY,17.9,46.9,7,20,E01026702,King's Lynn and West Norfolk 003E,E07000146,King's Lynn and West Norfolk
PE317RZ,31.1,54.2,6,9.2,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317SA,31.8,66.9,6.6,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SB,35.6,79.9,8.2,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SD,43.3,80,8.4,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SE,33.3,80,6.4,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SF,31.6,73.9,6.6,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SG,29.1,67.4,5.4,12.5,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SH,28,60.3,5.8,17.7,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SJ,26.7,48.9,3.4,10,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SL,37.6,80,7.2,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SP,41,79.9,8.8,20,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317SQ,21.8,39.9,4.2,10,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SR,40.1,70.4,7.3,12.2,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317SS,18.5,50.2,2.9,9.8,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317ST,27.7,76.6,6.8,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317SU,23,61.9,4.9,17.3,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317SW,29.4,65.7,6.3,18.5,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317SX,36.6,79.9,7.9,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317SY,32.8,77.8,7.7,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317SZ,25.1,63.7,5,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317TB,16.7,39.8,3.3,10,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317TD,26.6,54.9,5.2,10,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317TE,49.2,67,8.9,14.4,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317TG,54.7,79.6,13.9,20,E01026703,King's Lynn and West Norfolk 003F,E07000146,King's Lynn and West Norfolk
PE317TH,37,79.9,8.8,20,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317TJ,41.2,79.9,7.4,20,E01026676,King's Lynn and West Norfolk 003A,E07000146,King's Lynn and West Norfolk
PE317TL,12.1,22.8,1.2,2.2,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
PE317TP,32.9,55,5.6,10,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317TQ,25.2,72.2,5,19.9,E01026678,King's Lynn and West Norfolk 003C,E07000146,King's Lynn and West Norfolk
PE317TW,31.2,56.6,6.7,15,E01026677,King's Lynn and West Norfolk 003B,E07000146,King's Lynn and West Norfolk
PE317UB,35.2,39.7,7.9,10,E01026701,King's Lynn and West Norfolk 003D,E07000146,King's Lynn and West Norfolk
